time	 raw data	 moving average	 windowed sinc
0.161	0.000000	0.000000	0.000000
0.162	0.000000	0.000000	0.000000
0.163	0.000000	0.000000	0.000000
0.164	0.000000	0.000000	0.000000
0.165	0.000000	0.000000	0.000000
0.166	0.000000	0.000000	0.000000
0.167	0.000000	0.000000	0.000000
0.168	0.000000	0.000000	0.000000
0.169	0.000000	0.000000	0.000000
0.170	0.000000	0.000000	0.000000
0.171	0.000000	0.000000	0.000000
0.172	0.000000	0.000000	0.000000
0.173	0.000000	0.000000	0.000000
0.174	0.000000	0.000000	0.000000
0.175	0.000000	0.000000	0.000000
0.176	0.000000	0.000000	0.000000
0.177	0.000000	0.000000	0.000000
0.178	0.000000	0.000000	0.000000
0.179	0.000000	0.000000	0.000000
0.180	0.000000	0.000000	0.000000
0.181	0.000000	0.000000	0.000000
0.182	0.000000	0.000000	0.000000
0.183	0.000000	0.000000	0.000000
0.184	0.000000	0.000000	0.000000
0.185	0.000000	0.000000	0.000000
0.186	0.000000	0.000000	0.000000
0.187	0.000000	0.000000	0.000000
0.188	0.000000	0.000000	0.000000
0.189	0.000000	0.000000	0.000000
0.190	0.000000	0.000000	0.000000
0.191	0.000000	0.000000	0.000000
0.192	0.000000	0.000000	0.000000
0.193	0.000000	0.000000	0.000000
0.194	0.000000	0.000000	0.000000
0.195	0.000000	0.000000	0.000000
0.196	0.000000	0.000000	0.000000
0.197	0.000000	0.000000	0.000000
0.198	0.000000	0.000000	0.000000
0.199	0.000000	0.000000	0.000000
0.200	0.000000	0.000000	0.000000
0.201	0.000000	0.000000	0.000000
0.202	0.000000	0.000000	0.000000
0.203	0.000000	0.000000	0.000000
0.204	0.000000	0.000000	0.000000
0.205	0.000000	0.000000	0.000000
0.206	0.000000	0.000000	0.000000
0.207	0.000000	0.000000	0.000000
0.208	0.000000	0.000000	0.000000
0.209	0.000000	0.000000	0.000000
0.210	0.000000	0.000000	0.000000
0.211	0.000000	0.000000	0.000000
0.212	0.000000	0.000000	0.000000
0.213	0.000000	0.000000	0.000000
0.214	0.000000	0.000000	0.000000
0.215	0.000000	0.000000	0.000000
0.216	0.000000	0.000000	0.000000
0.217	0.000000	0.000000	0.000000
0.218	0.000000	0.000000	0.000000
0.219	0.000000	0.000000	0.000000
0.220	0.000000	0.000000	0.000000
0.221	0.000000	0.000000	0.000000
0.222	0.000000	0.000000	0.000000
0.223	0.000000	0.000000	0.000000
0.224	0.000000	0.000000	0.000000
0.225	0.000000	0.000000	0.000000
0.226	0.000000	0.000000	0.000000
0.227	0.000000	0.000000	0.000000
0.228	0.000000	0.000000	0.000000
0.229	0.000000	0.000000	0.000000
0.230	0.000000	0.000000	0.000000
0.231	0.000000	0.000000	0.000000
0.232	0.000000	0.000000	0.000000
0.233	0.000000	0.000000	0.000000
0.234	0.000000	0.000000	0.000000
0.235	0.000000	0.000000	0.000000
0.236	0.000000	0.000000	0.000000
0.237	0.000000	0.000000	0.000000
0.238	0.000000	0.000000	0.000000
0.239	0.000000	0.000000	0.000000
0.240	0.000000	0.000000	0.000000
0.241	0.000000	0.000000	0.000000
0.242	0.000000	0.000000	0.000000
0.243	0.000000	0.000000	0.000000
0.244	0.000000	0.000000	0.000000
0.245	0.000000	0.000000	0.000000
0.246	0.000000	0.000000	0.000000
0.247	0.000000	0.000000	0.000000
0.248	0.000000	0.000000	0.000000
0.249	0.000000	0.000000	0.000000
0.250	0.000000	0.000000	0.000000
0.251	0.000000	0.000000	0.000000
0.252	0.000000	0.000000	0.000000
0.253	0.000000	0.000000	0.000000
0.254	0.000000	0.000000	0.000000
0.255	0.000000	0.000000	0.000000
0.256	0.000000	0.000000	0.000000
0.257	0.000000	0.000000	0.000000
0.258	0.000000	0.000000	0.000000
0.259	0.000000	0.000000	0.000000
0.260	0.000000	0.000000	0.000000
0.261	0.000000	0.000000	0.000000
0.262	0.000000	0.000000	0.000000
0.263	0.000000	0.000000	0.000000
0.264	0.000000	0.000000	0.000000
0.265	0.000000	0.000000	0.000000
0.266	0.000000	0.000000	0.000000
0.267	0.000000	0.000000	0.000000
0.268	0.000000	0.000000	0.000000
0.269	0.000000	0.000000	0.000000
0.270	0.000000	0.000000	0.000000
0.271	0.000000	0.000000	0.000000
0.272	0.000000	0.000000	0.000000
0.273	0.000000	0.000000	0.000000
0.274	0.000000	0.000000	0.000000
0.275	0.000000	0.000000	0.000000
0.276	0.000000	0.000000	0.000000
0.277	0.000000	0.000000	0.000000
0.278	0.000000	0.000000	0.000000
0.279	0.000000	0.000000	0.000000
0.280	0.000000	0.000000	0.000000
0.281	0.000000	0.000000	0.000000
0.282	0.000000	0.000000	0.000000
0.283	0.000000	0.000000	0.000000
0.284	0.000000	0.000000	0.000000
0.285	0.000000	0.000000	0.000000
0.286	0.000000	0.000000	0.000000
0.287	0.000000	0.000000	0.000000
0.288	0.000000	0.000000	0.000000
0.289	0.000000	0.000000	0.000000
0.290	0.000000	0.000000	0.000000
0.291	0.000000	0.000000	0.000000
0.292	0.000000	0.000000	0.000000
0.293	0.000000	0.000000	0.000000
0.294	0.000000	0.000000	0.000000
0.295	0.000000	0.000000	0.000000
0.296	0.000000	0.000000	0.000000
0.297	0.000000	0.000000	0.000000
0.298	0.000000	0.000000	0.000000
0.299	0.000000	0.000000	0.000000
0.300	0.000000	0.000000	0.000000
0.301	0.000000	0.000000	0.000000
0.302	0.000000	0.000000	0.000000
0.303	0.000000	0.000000	0.000000
0.304	0.000000	0.000000	0.000000
0.305	0.000000	0.000000	0.000000
0.306	0.000000	0.000000	0.000000
0.307	0.000000	0.000000	0.000000
0.308	0.000000	0.000000	0.000000
0.309	0.000000	0.000000	0.000000
0.310	0.000000	0.000000	0.000000
0.311	0.000000	0.000000	0.000000
0.312	0.000000	0.000000	0.000000
0.313	0.000000	0.000000	0.000000
0.314	0.000000	0.000000	0.000000
0.315	0.000000	0.000000	0.000000
0.316	0.000000	0.000000	0.000000
0.317	0.000000	0.000000	0.000000
0.318	0.000000	0.000000	0.000000
0.319	0.000000	0.000000	0.000000
0.320	0.000000	0.000000	0.000000
0.321	0.000000	0.000000	0.000000
0.322	0.000000	0.000000	0.000000
0.323	0.000000	0.000000	0.000000
0.324	0.000000	0.000000	0.000000
0.325	0.000000	0.000000	0.000000
0.326	0.000000	0.000000	0.000000
0.327	0.000000	0.000000	0.000000
0.328	0.000000	0.000000	0.000000
0.329	0.000000	0.000000	0.000000
0.330	0.000000	0.000000	0.000000
0.331	0.000000	0.000000	0.000000
0.332	0.000000	0.000000	0.000000
0.333	0.000000	0.000000	0.000000
0.334	0.000000	0.000000	0.000000
0.335	0.000000	0.000000	0.000000
0.336	0.000000	0.000000	0.000000
0.337	0.000000	0.000000	0.000000
0.338	0.000000	0.000000	0.000000
0.339	0.000000	0.000000	0.000000
0.340	0.000000	0.000000	0.000000
0.341	0.000000	0.000000	0.000000
0.342	0.000000	0.000000	0.000000
0.343	0.000000	0.000000	0.000000
0.344	0.000000	0.000000	0.000000
0.345	0.000000	0.000000	0.000000
0.346	0.000000	0.000000	0.000000
0.347	0.000000	0.000000	0.000000
0.348	0.000000	0.000000	0.000000
0.349	0.000000	0.000000	0.000000
0.350	0.000000	0.000000	0.000000
0.351	0.000000	0.000000	0.000000
0.352	0.000000	0.000000	0.000000
0.353	0.000000	0.000000	0.000000
0.354	0.000000	0.000000	0.000000
0.355	0.000000	0.000000	0.000000
0.356	0.000000	0.000000	0.000000
0.357	0.000000	0.000000	0.000000
0.358	0.000000	0.000000	0.000000
0.359	0.000000	0.000000	0.000000
0.360	0.000000	0.000000	0.000000
0.361	0.000000	0.000000	0.000000
0.362	0.000000	0.000000	0.000000
0.363	0.000000	0.000000	0.000000
0.364	0.000000	0.000000	0.000000
0.365	0.000000	0.000000	0.000000
0.366	0.000000	0.000000	0.000000
0.367	0.000000	0.000000	0.000000
0.368	0.000000	0.000000	0.000000
0.369	0.000000	0.000000	0.000000
0.370	0.000000	0.000000	0.000000
0.371	0.000000	0.000000	0.000000
0.372	0.000000	0.000000	0.000000
0.373	0.000000	0.000000	0.000000
0.374	0.000000	0.000000	0.000000
0.375	0.000000	0.000000	0.000000
0.376	0.000000	0.000000	0.000000
0.377	0.000000	0.000000	0.000000
0.378	0.000000	0.000000	0.000000
0.379	0.000000	0.000000	0.000000
0.380	0.000000	0.000000	0.000000
0.381	0.000000	0.000000	0.000000
0.382	0.000000	0.000000	0.000000
0.383	0.000000	0.000000	0.000000
0.384	0.000000	0.000000	0.000000
0.385	0.000000	0.000000	0.000000
0.386	0.000000	0.000000	0.000000
0.387	0.000000	0.000000	0.000000
0.388	0.000000	0.000000	0.000000
0.389	0.000000	0.000000	0.000000
0.390	0.000000	0.000000	0.000000
0.391	0.000000	0.000000	0.000000
0.392	0.000000	0.000000	0.000000
0.393	0.000000	0.000000	0.000000
0.394	0.000000	0.000000	0.000000
0.395	0.000000	0.000000	0.000000
0.396	0.000000	0.000000	0.000000
0.397	0.000000	0.000000	0.000000
0.398	0.000000	0.000000	0.000000
0.399	0.000000	0.000000	0.000000
0.400	0.000000	0.000000	0.000000
0.401	0.000000	0.000000	0.000000
0.402	0.000000	0.000000	0.000000
0.403	0.000000	0.000000	0.000000
0.404	0.000000	0.000000	0.000000
0.405	0.000000	0.000000	0.000000
0.406	0.000000	0.000000	0.000000
0.407	0.000000	0.000000	0.000000
0.408	0.000000	0.000000	0.000000
0.409	0.000000	0.000000	0.000000
0.410	0.000000	0.000000	0.000000
0.411	0.000000	0.000000	0.000000
0.412	0.000000	0.000000	0.000000
0.413	0.000000	0.000000	0.000000
0.414	0.000000	0.000000	0.000000
0.415	0.000000	0.000000	0.000000
0.416	0.000000	0.000000	0.000000
0.417	0.000000	0.000000	0.000000
0.418	0.000000	0.000000	0.000000
0.419	0.000000	0.000000	0.000000
0.420	0.000000	0.000000	0.000000
0.421	0.000000	0.000000	0.000000
0.422	0.000000	0.000000	0.000000
0.423	0.000000	0.000000	0.000000
0.424	0.000000	0.000000	0.000000
0.425	0.000000	0.000000	0.000000
0.426	0.000000	0.000000	0.000000
0.427	0.000000	0.000000	0.000000
0.428	0.000000	0.000000	0.000000
0.429	0.000000	0.000000	0.000000
0.430	0.000000	0.000000	0.000000
0.431	0.000000	0.000000	0.000000
0.432	0.000000	0.000000	0.000000
0.433	0.000000	0.000000	0.000000
0.434	0.000000	0.000000	0.000000
0.435	0.000000	0.000000	0.000000
0.436	0.000000	0.000000	0.000000
0.437	0.000000	0.000000	0.000000
0.438	0.000000	0.000000	0.000000
0.439	0.000000	0.000000	0.000000
0.440	0.000000	0.000000	0.000000
0.441	0.000000	0.000000	0.000000
0.442	0.000000	0.000000	0.000000
0.443	0.000000	0.000000	0.000000
0.444	0.000000	0.000000	0.000000
0.445	0.000000	0.000000	0.000000
0.446	0.000000	0.000000	0.000000
0.447	0.000000	0.000000	0.000000
0.448	0.000000	0.000000	0.000000
0.449	0.000000	0.000000	0.000000
0.450	0.000000	0.000000	0.000000
0.451	0.000000	0.000000	0.000000
0.452	0.000000	0.000000	0.000000
0.453	0.000000	0.000000	0.000000
0.454	0.000000	0.000000	0.000000
0.455	0.000000	0.000000	0.000000
0.456	0.000000	0.000000	0.000000
0.457	0.000000	0.000000	0.000000
0.458	0.000000	0.000000	0.000000
0.459	0.000000	0.000000	0.000000
0.460	0.000000	0.000000	0.000000
0.461	0.000000	0.000000	0.000000
0.462	0.000000	0.000000	0.000000
0.463	0.000000	0.000000	0.000000
0.464	0.000000	0.000000	0.000000
0.465	0.000000	0.000000	0.000000
0.466	0.000000	0.000000	0.000000
0.467	0.000000	0.000000	0.000000
0.468	0.000000	0.000000	0.000000
0.469	0.000000	0.000000	0.000000
0.470	0.000000	0.000000	0.000000
0.471	0.000000	0.000000	0.000000
0.472	0.000000	0.000000	0.000000
0.473	0.000000	0.000000	0.000000
0.474	0.000000	0.000000	0.000000
0.475	0.000000	0.000000	0.000000
0.476	0.000000	0.000000	0.000000
0.477	0.000000	0.000000	0.000000
0.478	0.000000	0.000000	0.000000
0.479	0.000000	0.000000	0.000000
0.480	0.000000	0.000000	0.000000
0.481	0.000000	0.000000	0.000000
0.482	0.000000	0.000000	0.000000
0.483	0.000000	0.000000	0.000000
0.484	0.000000	0.000000	0.000000
0.485	0.000000	0.000000	0.000000
0.486	0.000000	0.000000	0.000000
0.487	0.000000	0.000000	0.000000
0.488	0.000000	0.000000	0.000000
0.489	0.000000	0.000000	0.000000
0.490	0.000000	0.000000	0.000000
0.491	0.000000	0.000000	0.000000
0.492	0.000000	0.000000	0.000000
0.493	0.000000	0.000000	0.000000
0.494	0.000000	0.000000	0.000000
0.495	0.000000	0.000000	0.000000
0.496	0.000000	0.000000	0.000000
0.497	0.000000	0.000000	0.000000
0.498	0.000000	0.000000	0.000000
0.499	0.000000	0.000000	0.000000
0.500	0.000000	0.000000	0.000000
0.501	0.000000	0.000000	0.000000
0.502	0.000000	0.000000	0.000000
0.503	0.000000	0.000000	0.000000
0.504	0.000000	0.000000	0.000000
0.505	0.000000	0.000000	0.000000
0.506	0.000000	0.000000	0.000000
0.507	0.000000	0.000000	0.000000
0.508	0.000000	0.000000	0.000000
0.509	0.000000	0.000000	0.000000
0.510	0.000000	0.000000	0.000000
0.511	0.000000	0.000000	0.000000
0.512	0.000000	0.000000	0.000000
0.513	0.000000	0.000000	0.000000
0.514	0.000000	0.000000	0.000000
0.515	0.000000	0.000000	0.000000
0.516	0.000000	0.000000	0.000000
0.517	0.000000	0.000000	0.000000
0.518	0.000000	0.000000	0.000000
0.519	0.000000	0.000000	0.000000
0.520	0.000000	0.000000	0.000000
0.521	0.000000	0.000000	0.000000
0.522	0.000000	0.000000	0.000000
0.523	0.000000	0.000000	0.000000
0.524	0.000000	0.000000	0.000000
0.525	0.000000	0.000000	0.000000
0.526	0.000000	0.000000	0.000000
0.527	0.000000	0.000000	0.000000
0.528	0.000000	0.000000	0.000000
0.529	0.000000	0.000000	0.000000
0.530	0.000000	0.000000	0.000000
0.531	0.000000	0.000000	0.000000
0.532	0.000000	0.000000	0.000000
0.533	0.000000	0.000000	0.000000
0.534	0.000000	0.000000	0.000000
0.535	0.000000	0.000000	0.000000
0.536	0.000000	0.000000	0.000000
0.537	0.000000	0.000000	0.000000
0.538	0.000000	0.000000	0.000000
0.539	0.000000	0.000000	0.000000
0.540	0.000000	0.000000	0.000000
0.541	0.000000	0.000000	0.000000
0.542	0.000000	0.000000	0.000000
0.543	0.000000	0.000000	0.000000
0.544	0.000000	0.000000	0.000000
0.545	0.000000	0.000000	0.000000
0.546	0.000000	0.000000	0.000000
0.547	0.000000	0.000000	0.000000
0.548	0.000000	0.000000	0.000000
0.549	0.000000	0.000000	0.000000
0.549	0.000000	0.000000	0.000000
0.550	0.001412	0.000141	-0.000000
0.551	0.002805	0.000422	0.000002
0.552	0.004159	0.000838	0.000007
0.553	0.005454	0.001383	0.000015
0.554	0.006674	0.002050	0.000025
0.555	0.007800	0.002830	0.000034
0.556	0.008819	0.003712	0.000042
0.557	0.009717	0.004684	0.000045
0.558	0.010481	0.005732	0.000046
0.559	0.011102	0.006842	0.000045
0.560	0.011574	0.007858	0.000042
0.561	0.011890	0.008767	0.000041
0.562	0.012049	0.009556	0.000041
0.563	0.012051	0.010216	0.000043
0.564	0.011898	0.010738	0.000046
0.565	0.011595	0.011118	0.000048
0.566	0.011149	0.011350	0.000048
0.567	0.010570	0.011436	0.000046
0.568	0.009869	0.011375	0.000042
0.569	0.009061	0.011171	0.000037
0.570	0.008160	0.010829	0.000032
0.571	0.007183	0.010358	0.000027
0.572	0.006147	0.009768	0.000022
0.573	0.005073	0.009070	0.000018
0.574	0.003979	0.008279	0.000014
0.575	0.002885	0.007408	0.000010
0.576	0.001810	0.006474	0.000006
0.577	0.000775	0.005494	0.000003
0.578	-0.000202	0.004487	-0.000000
0.579	-0.001103	0.003471	-0.000003
0.580	-0.001912	0.002464	-0.000005
0.581	-0.002612	0.001484	-0.000007
0.582	-0.003191	0.000550	-0.000010
0.583	-0.003637	-0.000321	-0.000014
0.584	-0.003940	-0.001113	-0.000019
0.585	-0.004093	-0.001811	-0.000022
0.586	-0.004092	-0.002401	-0.000024
0.587	-0.003932	-0.002871	-0.000023
0.588	-0.003616	-0.003213	-0.000018
0.589	-0.003144	-0.003417	-0.000011
0.590	-0.002523	-0.003478	-0.000004
0.591	-0.001759	-0.003393	0.000002
0.592	-0.000861	-0.003160	0.000004
0.593	0.000157	-0.002780	0.000004
0.594	0.001284	-0.002258	0.000001
0.595	0.002504	-0.001598	-0.000002
0.596	0.003799	-0.000809	-0.000001
0.597	0.005153	0.000099	0.000005
0.598	0.006545	0.001115	0.000017
0.599	0.007958	0.002226	0.000033
0.600	0.009370	0.003415	0.000048
0.601	0.010763	0.004667	0.000059
0.602	0.012116	0.005965	0.000064
0.603	0.013412	0.007290	0.000061
0.604	0.014631	0.008625	0.000053
0.605	0.015758	0.009951	0.000044
0.606	0.016777	0.011248	0.000041
0.607	0.017674	0.012501	0.000046
0.608	0.018438	0.013690	0.000059
0.609	0.019060	0.014800	0.000078
0.610	0.019531	0.015816	0.000096
0.611	0.019848	0.016725	0.000107
0.612	0.020007	0.017514	0.000106
0.613	0.020009	0.018173	0.000093
0.614	0.019856	0.018696	0.000072
0.615	0.019553	0.019075	0.000051
0.616	0.019107	0.019308	0.000037
0.617	0.018528	0.019394	0.000036
0.618	0.017827	0.019332	0.000050
0.619	0.017019	0.019128	0.000073
0.620	0.016118	0.018787	0.000095
0.621	0.015140	0.018316	0.000106
0.622	0.014105	0.017726	0.000100
0.623	0.013031	0.017028	0.000074
0.624	0.011937	0.016236	0.000036
0.625	0.010842	0.015365	-0.000001
0.626	0.009768	0.014431	-0.000025
0.627	0.008733	0.013452	-0.000025
0.628	0.007756	0.012445	-0.000001
0.629	0.006855	0.011428	0.000040
0.630	0.006046	0.010421	0.000081
0.631	0.005346	0.009442	0.000104
0.632	0.004767	0.008508	0.000095
0.633	0.004321	0.007637	0.000053
0.634	0.004018	0.006845	-0.000011
0.635	0.003864	0.006147	-0.000074
0.636	0.003866	0.005557	-0.000109
0.637	0.004025	0.005086	-0.000097
0.638	0.004342	0.004745	-0.000033
0.639	0.004813	0.004541	0.000067
0.640	0.005435	0.004480	0.000167
0.641	0.006199	0.004565	0.000222
0.642	0.007096	0.004798	0.000196
0.643	0.008115	0.005177	0.000076
0.644	0.009242	0.005700	-0.000110
0.645	0.010461	0.006360	-0.000295
0.646	0.011757	0.007149	-0.000370
0.647	0.013110	0.008057	-0.000214
0.648	0.014503	0.009073	0.000290
0.649	0.015915	0.010183	0.001223
0.650	0.017328	0.011373	0.001702
0.651	0.018721	0.012625	0.002602
0.652	0.020074	0.013923	0.003832
0.653	0.021370	0.015248	0.005256
0.654	0.022589	0.016583	0.006724
0.655	0.023716	0.017908	0.008100
0.656	0.024735	0.019206	0.009284
0.657	0.025632	0.020458	0.010229
0.658	0.026396	0.021648	0.010935
0.659	0.027018	0.022758	0.011437
0.660	0.027489	0.023774	0.011785
0.661	0.027806	0.024682	0.012023
0.662	0.027965	0.025471	0.012174
0.663	0.027967	0.026131	0.012232
0.664	0.027813	0.026654	0.012173
0.665	0.027510	0.027033	0.011962
0.666	0.027064	0.027266	0.011569
0.667	0.026485	0.027351	0.010984
0.668	0.025785	0.027290	0.010222
0.669	0.024976	0.027086	0.009319
0.670	0.024075	0.026745	0.008320
0.671	0.023098	0.026274	0.007273
0.672	0.022063	0.025684	0.006213
0.673	0.020989	0.024986	0.005158
0.674	0.019894	0.024194	0.004110
0.675	0.018800	0.023323	0.003062
0.676	0.017726	0.022389	0.002009
0.677	0.016691	0.021410	0.000955
0.678	0.015713	0.020403	-0.000079
0.679	0.014812	0.019386	-0.001059
0.680	0.014004	0.018379	-0.001944
0.681	0.013303	0.017400	-0.002697
0.682	0.012724	0.016466	-0.003290
0.683	0.012278	0.015595	-0.003711
0.684	0.011975	0.014803	-0.003965
0.685	0.011822	0.014105	-0.004066
0.686	0.011824	0.013515	-0.004030
0.687	0.011983	0.013044	-0.003866
0.688	0.012300	0.012703	-0.003574
0.689	0.012771	0.012499	-0.003145
0.690	0.013393	0.012437	-0.002562
0.691	0.014157	0.012523	-0.001814
0.692	0.015054	0.012756	-0.000900
0.693	0.016073	0.013135	0.000168
0.694	0.017200	0.013658	0.001365
0.695	0.018419	0.014317	0.002657
0.696	0.019715	0.015106	0.004008
0.697	0.021068	0.016015	0.005390
0.698	0.022461	0.017031	0.006784
0.699	0.023873	0.018141	0.008180
0.700	0.025286	0.019330	0.009576
0.701	0.026678	0.020583	0.010969
0.702	0.028032	0.021880	0.012349
0.703	0.029327	0.023206	0.013696
0.704	0.030547	0.024541	0.014983
0.705	0.031674	0.025866	0.016174
0.706	0.032692	0.027164	0.017240
0.707	0.033590	0.028416	0.018156
0.708	0.034354	0.029605	0.018911
0.709	0.034975	0.030716	0.019505
0.710	0.035447	0.031732	0.019947
0.711	0.035763	0.032640	0.020245
0.712	0.035923	0.033429	0.020406
0.713	0.035924	0.034089	0.020431
0.714	0.035771	0.034611	0.020313
0.715	0.035468	0.034991	0.020042
0.716	0.035022	0.035224	0.019611
0.717	0.034443	0.035309	0.019021
0.718	0.033743	0.035248	0.018284
0.719	0.032934	0.035044	0.017423
0.720	0.032033	0.034702	0.016468
0.721	0.031056	0.034232	0.015448
0.722	0.030021	0.033642	0.014392
0.723	0.028946	0.032944	0.013317
0.724	0.027852	0.032152	0.012235
0.725	0.026758	0.031281	0.011153
0.726	0.025684	0.030347	0.010078
0.727	0.024648	0.029367	0.009023
0.728	0.023671	0.028360	0.008006
